GeneID	Base Mean	log2(FC)	StdeErr	Wald-Stats	P-Value	P-adj
gene-BTH_RS25865	12603.4422586233	3.38136795884894	0.0978928377399914	34.5415255795325	1.91061390381521e-261	8.45255591047849e-258
gene-BTH_RS25860	10478.4108733013	3.28822033910967	0.0966343021054842	34.0274650663934	8.74605771310716e-254	1.9346279661393e-250
gene-BTH_RS25870	10935.1457080385	3.66219717384492	0.107976915215588	33.9164826716243	3.80754691573285e-252	5.61486251840072e-249
gene-BTH_RS30285	3006.48787615621	3.85932624249251	0.123006902539892	31.3748754159622	4.45561155796268e-216	4.92790638310672e-213
gene-BTH_RS25845	2579.84614329535	3.0361825675351	0.10301901478843	29.47205983061	6.56803965408742e-191	5.81140148593655e-188
gene-BTH_RS25855	6728.42140902403	3.13390677196634	0.106853717493289	29.3289447057672	4.43513637738118e-189	3.27017388892239e-186
gene-BTH_RS05960	1125.2976508427	4.05130636865134	0.138571042125137	29.2363130602192	6.70348408508195e-188	4.23660194177179e-185
gene-BTH_RS25850	2754.18939845711	3.10636910821701	0.107467754990697	28.9051270168053	1.02930563383016e-183	5.69206015508076e-181
gene-BTH_RS25840	1430.61283438775	3.34960580067817	0.117651447325683	28.4705872882787	2.7103654821372e-178	1.33229521033055e-175
gene-BTH_RS25875	9191.2303305633	2.91204180255005	0.103344664304293	28.1779598603727	1.08927056520327e-174	4.81893298045927e-172
gene-BTH_RS30280	1141.71634657472	3.90532513429515	0.144182347475121	27.0860143608705	1.438996062146e-161	5.78738052630354e-159
gene-BTH_RS08570	1903.35343696658	3.94412539208611	0.148134614575714	26.625278658758	3.46074730965476e-156	1.27586217482606e-153
gene-BTH_RS22215	2949.9524472226	2.81403928255886	0.115991988479617	24.2606348890497	5.10653555725119e-130	1.73779333117533e-127
gene-BTH_RS00270	781.012161378407	-3.24894111613229	0.137309804926207	-23.6613919732704	9.01060469770632e-124	2.8473510844752e-121
gene-BTH_RS04315	1048.5882653719	-2.96869183860896	0.125756486707768	-23.6066696544058	3.29179578768876e-123	9.70860304315672e-121
gene-BTH_RS09850	3284.17572703782	2.94370559901034	0.126133350609582	23.3380433072132	1.82280162402217e-120	5.0400464904213e-118
gene-BTH_RS24640	1865.89875138711	4.19928969551578	0.180250010483813	23.2970288558895	4.7516083557587e-120	1.23653619799273e-117
gene-BTH_RS05965	646.564831651835	3.08864472896612	0.133155420407831	23.1957866942717	5.02162633228649e-119	1.23420416077975e-116
gene-BTH_RS02775	904.467376129968	3.03081408252732	0.131948243595327	22.9697190348554	9.36149522679554e-117	2.17975025701808e-114
gene-BTH_RS34680	1107.39358920746	2.46985907691048	0.109737560209863	22.5069618113169	3.54764840055758e-112	7.84739826203337e-110
gene-BTH_RS23240	14251.68380779	2.21072796070824	0.100475688938577	22.0026155984828	2.7184194005648e-107	5.4664942854994e-105
gene-BTH_RS25485	1169.35943737882	2.54900600784148	0.115839938239788	22.0045525452979	2.60476684369595e-107	5.4664942854994e-105
gene-BTH_RS10685	1011.7563696424	3.0663351188016	0.143842020577952	21.3173807381263	7.83210222085764e-101	1.50648783587279e-98
gene-BTH_RS04190	3039.23556659327	2.60497498243475	0.125020353674583	20.8364070798846	2.02476890502349e-96	3.58303105432957e-94
gene-BTH_RS22200	621.484396615229	3.36921507808498	0.161688708661754	20.8376645838222	1.97228514748884e-96	3.58303105432957e-94
gene-BTH_RS04285	985.217558704863	-3.24972867416607	0.157818010190745	-20.5916211352451	3.26267687655639e-94	5.55157019303288e-92
gene-BTH_RS04365	1814.18738664201	-2.51392353337031	0.122406372395929	-20.5375217332551	9.951242490073e-94	1.63052951022529e-91
gene-BTH_RS22195	1228.73464966261	3.23202055934437	0.1586316784156	20.3743703125726	2.82323107204132e-92	4.46070509382528e-90
gene-BTH_RS04290	515.457191982123	-2.91709490342675	0.144759634494819	-20.1513005583829	2.62136053121676e-90	3.99893068624239e-88
gene-BTH_RS04305	2860.86558934235	-2.6063942638111	0.130856878658186	-19.9179003086213	2.84680318861223e-88	4.19808576880684e-86
gene-BTH_RS01405	703.526233840969	-2.80112388947927	0.141270334869596	-19.8281110614265	1.70316684181384e-87	2.43058390586594e-85
gene-BTH_RS14265	597.706060017477	2.41661835273024	0.124959834584272	19.3391609453556	2.51534530675378e-83	3.4774648865871e-81
gene-BTH_RS10705	3751.35746924871	2.47496841527983	0.128378154013143	19.2787350332709	8.10340017390533e-83	1.08634673846537e-80
gene-BTH_RS09075	788.329753210793	2.75679713306186	0.14344046542423	19.2191033744107	2.56158206735648e-82	3.33307031352502e-80
gene-BTH_RS25490	2404.40351029761	2.72848127299431	0.143159666111634	19.0590083583087	5.53132421487943e-81	6.9915938076076e-79
gene-BTH_RS21335	585.51325689112	2.90803961131496	0.152944342071385	19.0137116020786	1.31323563733373e-80	1.61382068321234e-78
gene-BTH_RS25830	1216.43195015534	2.00474389486104	0.106037766341445	18.9059423263001	1.01902743647182e-79	1.21842631863549e-77
gene-BTH_RS01385	1634.68323549236	-2.19709379112681	0.116644715712627	-18.8357764662028	3.84447241510797e-79	4.47577525379939e-77
gene-BTH_RS15255	1911.30784057252	2.58832948652476	0.137530516318383	18.8200375873874	5.17478509027095e-79	5.87006390752787e-77
gene-BTH_RS07990	1536.69048484251	3.5693047257021	0.189671715578652	18.8183288942836	5.34437340831415e-79	5.91087698959545e-77
gene-BTH_RS24650	1093.38543231639	2.87249408738566	0.152846452387396	18.7933317556184	8.56306397054923e-79	9.23975487944141e-77
gene-BTH_RS04370	2018.31122545414	-2.37895057581463	0.127793359952155	-18.6156039461307	2.40137233656151e-77	2.52944552784479e-75
gene-BTH_RS06645	1317.57097788611	2.79381754486368	0.150858084598821	18.5195082669472	1.43743902875539e-76	1.47889075888694e-74
gene-BTH_RS14655	4653.50623925604	2.89777407836133	0.15699841095108	18.4573465476938	4.5515977293301e-76	4.57642462603554e-74
gene-BTH_RS25530	1875.21872394137	1.95986346901081	0.106200692665264	18.4543379127303	4.81226220975332e-76	4.7309884479886e-74
gene-BTH_RS24375	3400.89350887547	3.3076577785927	0.179428192003504	18.434437429588	6.9538273566514e-76	6.68776787517952e-74
gene-BTH_RS06675	1405.20627184248	2.16763201211869	0.11851923205753	18.289284991878	1.00727621291895e-74	9.48125524670943e-73
gene-BTH_RS08575	846.901852917448	3.71906601832153	0.20498730065345	18.1429093727565	1.46088893792828e-73	1.34645263779057e-71
gene-BTH_RS02770	645.232026443933	2.69640948262513	0.149026196568269	18.0935268074825	3.58399613962106e-73	3.2358365146293e-71
gene-BTH_RS18730	2648.35196980431	2.17370139422741	0.121431502596565	17.90063820135	1.1657831336978e-71	1.03148491669581e-69
gene-BTH_RS04375	1470.15875596586	-2.2952215481026	0.128444838972719	-17.8693170271333	2.04482467573808e-71	1.77378516969907e-69
gene-BTH_RS03320	3935.77733246287	-2.96629724290117	0.166284553797973	-17.8386817966572	3.5394760731319e-71	3.01127733606453e-69
gene-BTH_RS08535	328.65791378052	3.30800639525036	0.18630336451116	17.7560206920053	1.54830075438582e-70	1.29239293158545e-68
gene-BTH_RS04360	493.253056077122	-3.02836362942666	0.170715590509497	-17.7392329569231	2.08765306774359e-70	1.71032910586994e-68
gene-BTH_RS33610	550.409949979009	-3.31243900072012	0.187909092452334	-17.6278803622043	1.50504478956001e-69	1.21060329982064e-67
gene-BTH_RS04225	1159.9282020754	2.29041794668088	0.131711930823371	17.3896011725194	9.89201744292218e-68	7.81469377990852e-66
gene-BTH_RS23785	12190.9900757165	3.07695563854585	0.177283273411637	17.3561531177362	1.77206355614501e-67	1.37537003024308e-65
gene-BTH_RS25520	6478.39031086908	1.78488109134972	0.103147671505077	17.3041336300245	4.37817474868213e-67	3.33949053244306e-65
gene-BTH_RS28815	260.865282413677	-3.61373140101894	0.208986621246718	-17.2916877619299	5.43377551417646e-67	4.07441065673164e-65
gene-BTH_RS00720	772.369233554858	-2.50078875383746	0.144703911587359	-17.2821088691007	6.4158661606647e-67	4.73063198246344e-65
gene-BTH_RS12735	975.454430945868	-3.03961443993333	0.17592404108096	-17.2779935093379	6.89036614462306e-67	4.99720980718236e-65
gene-BTH_RS25525	2275.30416420653	1.63932867757027	0.0960686533810942	17.0641371547827	2.74413801754412e-65	1.95807525638955e-63
gene-BTH_RS19630	652.606625981857	-2.42094308142388	0.142339674932898	-17.0082099918042	7.13856996180753e-65	5.01286246206929e-63
gene-BTH_RS06670	1331.96702615729	2.19425383895517	0.129457832619735	16.9495641519081	1.9388576536857e-64	1.34023535311024e-62
gene-BTH_RS10680	6654.59004371622	2.74056945793898	0.161829534348616	16.9349153043671	2.48716115242597e-64	1.69280014435884e-62
gene-BTH_RS25635	3253.31722224456	1.65896115469313	0.0986585836379393	16.8151730292545	1.88940112617964e-63	1.26647130033617e-61
gene-BTH_RS27985	442.910878344898	-3.29316560631596	0.196759997417045	-16.7369671149969	7.04893836948343e-63	4.65440348456637e-61
gene-BTH_RS22225	529.278251788458	2.251122027377	0.134531645643748	16.7330297388778	7.53081018068794e-63	4.89945650578874e-61
gene-BTH_RS10195	637.321681507418	-2.31414003934589	0.138308721365796	-16.7317000438859	7.70084822724285e-63	4.93747138511919e-61
gene-BTH_RS15270	3081.76808510717	1.92347519207827	0.115057501254432	16.7175122969584	9.77137621857851e-63	6.17550977014162e-61
gene-BTH_RS10695	1368.04746305378	2.80572145462135	0.168091138507442	16.6916678626525	1.50701241281746e-62	9.39017311873866e-61
MSTRG.214.1	255.812330940729	-3.10652731459176	0.187004091241134	-16.6120820885465	5.69806729522233e-62	3.50114579361994e-60
gene-BTH_RS33970	4844.13863847512	4.91029579899895	0.296325532774947	16.5706132475875	1.13660698989185e-61	6.88814975791991e-60
gene-BTH_RS22285	535.321424305965	2.13479897288871	0.128955909703686	16.5544873266687	1.48601871564926e-61	8.88398215950317e-60
gene-BTH_RS25725	955.193627575186	2.11938395042711	0.128150266577948	16.5382718820798	1.94523036662354e-61	1.147426552259e-59
gene-BTH_RS08060	7724.42526699042	2.07880926450058	0.126617988219093	16.4179615688059	1.42266395245419e-60	8.28140174428595e-59
gene-BTH_RS25800	2070.85732921548	1.72046747461888	0.105418910250799	16.3202927304576	7.07953133262671e-60	4.0675125474728e-58
gene-BTH_RS03750	534.760925933486	-2.30596951797112	0.141404043339362	-16.3076632288153	8.70600974365855e-60	4.87536545644879e-58
gene-BTH_RS08925	848.987861780212	2.53505455248065	0.15545006743267	16.3078382296531	8.68110687201086e-60	4.87536545644879e-58
gene-BTH_RS35150	388.499359937985	-3.48046643455027	0.214555938592156	-16.2217203466281	3.54134915800515e-59	1.95836608437685e-57
gene-BTH_RS34155	733.2930273216	-2.45260095801875	0.151262124288356	-16.2142437808375	3.99970315293847e-59	2.18452922822219e-57
